Thread ID, Time, Message Type,n,r,k,case
Thread ID: 1, Time: 09:38:51:151 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 2, Time: 09:38:52:160 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 1, Time: 09:38:53:172 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 2, Time: 09:38:54:180 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 1, Time: 09:38:55:186 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 2, Time: 09:38:56:195 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 1, Time: 09:38:57:202 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 2, Time: 09:38:58:210 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 1, Time: 09:38:59:217 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 2, Time: 09:39:00:225 19/07/2023, sent GRANT message,2,5,1,2
Thread ID: 1, Time: 09:38:51:151 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:38:52:160 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:38:53:172 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:38:54:180 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:38:55:186 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:38:56:195 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:38:57:202 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:38:58:210 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:38:59:217 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:39:00:225 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:39:01:371 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:39:02:379 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 4, Time: 09:39:03:385 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 3, Time: 09:39:04:393 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:39:05:400 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:39:06:405 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 4, Time: 09:39:07:413 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 3, Time: 09:39:08:420 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:39:09:428 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:39:10:434 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 4, Time: 09:39:11:442 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 3, Time: 09:39:12:449 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:39:13:456 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:39:14:463 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 4, Time: 09:39:15:469 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 3, Time: 09:39:16:476 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 2, Time: 09:39:17:482 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:39:18:489 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 4, Time: 09:39:19:496 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 3, Time: 09:39:20:503 19/07/2023, sent GRANT message,4,5,1,2
Thread ID: 1, Time: 09:38:51:151 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:38:52:160 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:38:53:172 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:38:54:180 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:38:55:186 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:38:56:195 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:38:57:202 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:38:58:210 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:38:59:217 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:00:225 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:01:371 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:02:379 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:03:385 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:04:393 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:05:400 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:06:405 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:07:413 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:08:420 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:09:428 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:10:434 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:11:442 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:12:449 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:13:456 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:14:463 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:15:469 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:16:476 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:17:482 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:18:489 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:19:496 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:20:503 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:21:658 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 6, Time: 09:39:22:667 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:23:674 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 5, Time: 09:39:24:682 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 8, Time: 09:39:25:688 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:26:695 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:27:702 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 7, Time: 09:39:28:711 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:29:717 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 6, Time: 09:39:30:725 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:31:731 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 5, Time: 09:39:32:738 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 8, Time: 09:39:33:745 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:34:751 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:35:757 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 7, Time: 09:39:36:765 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:37:771 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 6, Time: 09:39:38:780 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:39:785 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 5, Time: 09:39:40:792 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 8, Time: 09:39:41:798 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:42:804 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:43:811 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 7, Time: 09:39:44:817 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:45:824 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 6, Time: 09:39:46:831 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:47:837 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 5, Time: 09:39:48:845 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 8, Time: 09:39:49:851 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:50:859 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:51:865 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 7, Time: 09:39:52:872 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:39:53:879 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 6, Time: 09:39:54:885 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 2, Time: 09:39:55:893 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 5, Time: 09:39:56:900 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 8, Time: 09:39:57:907 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 3, Time: 09:39:58:914 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 4, Time: 09:39:59:920 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 7, Time: 09:40:00:926 19/07/2023, sent GRANT message,8,5,1,2
Thread ID: 1, Time: 09:38:51:151 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:38:52:160 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:38:53:172 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:38:54:180 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:38:55:186 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:38:56:195 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:38:57:202 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:38:58:210 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:38:59:217 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:00:225 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:01:371 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:02:379 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:03:385 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:04:393 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:05:400 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:06:405 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:07:413 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:08:420 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:09:428 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:10:434 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:11:442 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:12:449 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:13:456 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:14:463 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:15:469 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:16:476 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:17:482 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:18:489 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:19:496 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:20:503 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:21:658 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:39:22:667 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:23:674 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:39:24:682 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:39:25:688 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:26:695 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:27:702 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:39:28:711 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:29:717 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:39:30:725 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:31:731 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:39:32:738 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:39:33:745 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:34:751 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:35:757 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:39:36:765 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:37:771 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:39:38:780 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:39:785 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:39:40:792 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:39:41:798 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:42:804 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:43:811 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:39:44:817 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:45:824 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:39:46:831 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:47:837 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:39:48:845 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:39:49:851 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:50:859 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:51:865 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:39:52:872 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:39:53:879 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:39:54:885 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:39:55:893 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:39:56:900 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:39:57:907 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:39:58:914 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:39:59:920 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:40:00:926 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:40:02:123 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 09:40:03:133 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 09:40:04:140 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 09:40:05:146 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 09:40:06:152 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:40:07:160 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:40:08:166 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 09:40:09:172 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 09:40:10:179 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:40:11:185 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:40:12:192 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 09:40:13:198 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:40:14:208 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 09:40:15:215 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:40:16:221 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:40:17:227 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:40:18:233 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 09:40:19:239 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 09:40:20:245 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 09:40:21:251 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 09:40:22:258 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:40:23:264 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:40:24:271 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 09:40:25:278 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 09:40:26:284 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:40:27:292 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:40:28:297 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 09:40:29:304 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:40:30:310 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 09:40:31:317 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:40:32:324 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:40:33:330 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:40:34:339 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 09:40:35:345 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 09:40:36:352 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 09:40:37:359 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 09:40:38:366 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:40:39:374 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:40:40:380 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 09:40:41:387 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 09:40:42:393 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:40:43:400 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:40:44:407 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 09:40:45:413 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:40:46:423 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 09:40:47:431 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:40:48:441 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:40:49:448 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:40:50:455 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 09:40:51:463 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 09:40:52:472 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 09:40:53:479 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 09:40:54:485 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:40:55:492 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:40:56:499 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 09:40:57:504 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 09:40:58:510 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:40:59:517 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:41:00:525 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 09:41:01:531 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:41:02:538 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 09:41:03:547 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:41:04:554 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:41:05:561 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 09:41:06:567 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 09:41:07:575 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 09:41:08:581 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 09:41:09:590 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 09:41:10:596 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 09:41:11:604 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 09:41:12:611 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 09:41:13:617 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 09:41:14:624 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:41:15:631 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 09:41:16:638 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 09:41:17:646 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 09:41:18:652 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 09:41:19:658 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 09:41:20:665 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 09:41:21:673 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 09:38:51:151 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:38:52:160 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:38:53:172 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:38:54:180 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:38:55:186 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:38:56:195 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:38:57:202 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:38:58:210 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:38:59:217 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:00:225 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:01:371 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:02:379 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:03:385 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:04:393 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:05:400 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:06:405 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:07:413 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:08:420 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:09:428 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:10:434 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:11:442 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:12:449 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:13:456 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:14:463 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:15:469 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:16:476 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:17:482 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:18:489 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:19:496 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:20:503 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:21:658 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:39:22:667 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:23:674 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:39:24:682 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:39:25:688 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:26:695 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:27:702 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:39:28:711 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:29:717 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:39:30:725 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:31:731 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:39:32:738 19/07/2023, sent GRANT message,32,5,1,2
